CUSIP,Announce Date,High Discount Rate,Auction Date,High Equiv Yield,Issue Date,Price at High Rate,Dated Date,Med/Avg Discount Rate,Maturity Date,Med/Avg Equiv Yield,Low Discount Rate,Price at Med/Avg Rate,Low Equiv Yield,Allocation % at High Rate,Price at Low Rate
912795Q87,2009-03-26,0.195,2009-03-30,0.198,2009-04-02,99.950708,N/A,0.16,2009-07-02,0.0,0.12,0.000000,0.0,20.86,0.000000
912795L66,2009-03-30,0.17,2009-03-31,0.172,2009-04-02,99.986778,N/A,0.09,2009-04-30,0.0,0.01,0.000000,0.0,3.57,0.000000
912795M24,2009-03-30,0.23,2009-04-01,0.233,2009-04-02,99.964222,N/A,0.21,2009-05-28,0.0,0.17,0.000000,0.0,61.27,0.000000
912795S36,2009-03-19,0.39,2009-03-23,0.396,2009-03-26,99.802833,N/A,0.35,2009-09-24,0.0,0.25,0.000000,0.0,85.34,0.000000
912795M65,2009-03-19,0.225,2009-03-23,0.228,2009-03-26,99.943125,N/A,0.19,2009-06-25,0.0,0.13,0.000000,0.0,81.31,0.000000
912795L58,2009-03-23,0.05,2009-03-24,0.051,2009-03-26,99.996111,N/A,0.04,2009-04-23,0.0,0.0,0.000000,0.0,97.17,0.000000
912795M40,2009-03-16,0.22,2009-03-20,0.223,2009-03-26,99.952944,N/A,0.2,2009-06-11,0.0,0.14,0.000000,0.0,47.82,0.000000
912795P39,2009-03-12,0.445,2009-03-16,0.452,2009-03-19,99.775028,N/A,0.415,2009-09-17,0.0,0.35,0.000000,0.0,70.07,0.000000
912795M57,2009-03-12,0.25,2009-03-16,0.254,2009-03-19,99.936806,N/A,0.225,2009-06-18,0.0,0.15,0.000000,0.0,7.59,0.000000
912795L41,2009-03-16,0.13,2009-03-17,0.132,2009-03-19,99.989889,N/A,0.08,2009-04-16,0.0,0.01,0.000000,0.0,86.00,0.000000
912795L82,2009-03-16,0.18,2009-03-18,0.183,2009-03-19,99.972000,N/A,0.175,2009-05-14,0.0,0.1,0.000000,0.0,97.52,0.000000
912795T68,2009-03-05,0.7,2009-03-10,0.714,2009-03-12,99.292222,N/A,0.68,2010-03-11,0.0,0.6,0.000000,0.0,93.31,0.000000
912795P21,2009-03-05,0.46,2009-03-09,0.467,2009-03-12,99.767444,N/A,0.43,2009-09-10,0.0,0.35,0.000000,0.0,25.57,0.000000
912795M40,2009-03-05,0.24,2009-03-09,0.243,2009-03-12,99.939333,N/A,0.2,2009-06-11,0.0,0.18,0.000000,0.0,76.89,0.000000
912795L33,2009-03-09,0.13,2009-03-10,0.132,2009-03-12,99.989889,N/A,0.08,2009-04-09,0.0,0.05,0.000000,0.0,57.90,0.000000
912795L90,2009-03-02,0.21,2009-03-06,0.213,2009-03-12,99.959167,N/A,0.19,2009-05-21,0.0,0.15,0.000000,0.0,85.77,0.000000
912795N98,2009-02-26,0.44,2009-03-02,0.447,2009-03-05,99.777556,N/A,0.4,2009-09-03,0.0,0.35,0.000000,0.0,9.85,0.000000
912795Q79,2009-02-26,0.28,2009-03-02,0.284,2009-03-05,99.929222,N/A,0.24,2009-06-04,0.0,0.2,0.000000,0.0,25.94,0.000000
912795L25,2009-03-02,0.15,2009-03-03,0.152,2009-03-05,99.988333,N/A,0.14,2009-04-02,0.0,0.0,0.000000,0.0,71.15,0.000000
912795L74,2009-03-02,0.22,2009-03-04,0.223,2009-03-05,99.961500,N/A,0.18,2009-05-07,0.0,0.1,0.000000,0.0,80.39,0.000000
912795S28,2009-02-19,0.495,2009-02-23,0.503,2009-02-26,99.749750,N/A,0.44,2009-08-27,0.0,0.35,0.000000,0.0,69.75,0.000000
912795M24,2009-02-19,0.3,2009-02-23,0.304,2009-02-26,99.924167,N/A,0.27,2009-05-28,0.0,0.2,0.000000,0.0,25.17,0.000000
912795K91,2009-02-23,0.205,2009-02-24,0.208,2009-02-26,99.984056,N/A,0.15,2009-03-26,0.0,0.1,0.000000,0.0,99.92,0.000000
912795S69,2009-02-23,0.705,2009-02-25,0.718,2009-02-26,99.424250,N/A,0.68,2009-12-17,0.0,0.63,0.000000,0.0,86.54,0.000000
912795S51,2009-02-17,0.645,2009-02-19,0.656,2009-02-20,99.512667,N/A,0.6,2009-11-19,0.0,0.55,0.000000,0.0,67.91,0.000000
912795N72,2009-02-12,0.47,2009-02-17,0.478,2009-02-19,99.762389,N/A,0.41,2009-08-20,0.0,0.36,0.000000,0.0,55.24,0.000000
912795L90,2009-02-12,0.325,2009-02-17,0.33,2009-02-19,99.917847,N/A,0.3,2009-05-21,0.0,0.2,0.000000,0.0,76.27,0.000000
912795K83,2009-02-17,0.23,2009-02-18,0.233,2009-02-19,99.982111,N/A,0.18,2009-03-19,0.0,0.0,0.000000,0.0,8.45,0.000000
912795T27,2009-02-05,0.61,2009-02-10,0.621,2009-02-12,99.383222,N/A,0.58,2010-02-11,0.0,0.525,0.000000,0.0,85.29,0.000000
912795N64,2009-02-05,0.48,2009-02-09,0.488,2009-02-12,99.757333,N/A,0.45,2009-08-13,0.0,0.35,0.000000,0.0,74.65,0.000000
912795L82,2009-02-05,0.34,2009-02-09,0.345,2009-02-12,99.914056,N/A,0.3,2009-05-14,0.0,0.25,0.000000,0.0,30.14,0.000000
912795K75,2009-02-09,0.25,2009-02-10,0.254,2009-02-12,99.980556,N/A,0.2,2009-03-12,0.0,0.1,0.000000,0.0,32.20,0.000000
912795N56,2009-01-29,0.39,2009-02-02,0.396,2009-02-05,99.802833,N/A,0.36,2009-08-06,0.0,0.25,0.000000,0.0,97.29,0.000000
912795L74,2009-01-29,0.27,2009-02-02,0.274,2009-02-05,99.931750,N/A,0.23,2009-05-07,0.0,0.19,0.000000,0.0,84.21,0.000000
912795K67,2009-02-02,0.285,2009-02-03,0.289,2009-02-05,99.977833,N/A,0.25,2009-03-05,0.0,0.01,0.000000,0.0,8.71,0.000000
912795K91,2009-02-02,0.29,2009-02-04,0.294,2009-02-05,99.960528,N/A,0.26,2009-03-26,0.0,0.2,0.000000,0.0,3.97,0.000000
912795Q95,2009-01-22,0.345,2009-01-26,0.35,2009-01-29,99.825583,N/A,0.3,2009-07-30,0.0,0.2,0.000000,0.0,14.76,0.000000
912795L66,2009-01-22,0.15,2009-01-26,0.152,2009-01-29,99.962083,N/A,0.13,2009-04-30,0.0,0.08,0.000000,0.0,71.77,0.000000
912795K59,2009-01-26,0.04,2009-01-27,0.041,2009-01-29,99.996889,N/A,0.0,2009-02-26,0.0,0.0,0.000000,0.0,23.53,0.000000
912795L33,2009-01-26,0.2,2009-01-28,0.203,2009-01-29,99.961111,N/A,0.14,2009-04-09,0.0,0.08,0.000000,0.0,11.91,0.000000
912795N31,2009-01-15,0.32,2009-01-20,0.325,2009-01-22,99.838222,N/A,0.27,2009-07-23,0.0,0.195,0.000000,0.0,30.66,0.000000
912795L58,2009-01-15,0.14,2009-01-20,0.142,2009-01-22,99.964611,N/A,0.08,2009-04-23,0.0,0.0,0.000000,0.0,53.11,0.000000
912795K42,2009-01-16,0.03,2009-01-21,0.03,2009-01-22,99.997667,N/A,0.0,2009-02-19,0.0,0.0,0.000000,0.0,82.56,0.000000
912795L25,2009-01-15,0.1,2009-01-21,0.101,2009-01-22,99.980556,N/A,0.065,2009-04-02,0.0,0.0,0.000000,0.0,41.89,0.000000
912795R86,2009-01-08,0.43,2009-01-13,0.437,2009-01-15,99.565222,N/A,0.4,2010-01-14,0.0,0.32,0.000000,0.0,24.76,0.000000
912795N23,2009-01-08,0.29,2009-01-12,0.294,2009-01-15,99.853389,N/A,0.25,2009-07-16,0.0,0.05,0.000000,0.0,11.45,0.000000
912795L41,2009-01-08,0.12,2009-01-12,0.122,2009-01-15,99.969667,N/A,0.07,2009-04-16,0.0,0.0,0.000000,0.0,98.84,0.000000
912795K34,2009-01-12,0.02,2009-01-13,0.02,2009-01-15,99.998444,N/A,0.0,2009-02-12,0.0,0.0,0.000000,0.0,47.34,0.000000
912795K75,2009-01-12,0.085,2009-01-14,0.086,2009-01-15,99.986778,N/A,0.07,2009-03-12,0.0,0.0,0.000000,0.0,6.09,0.000000
912795M99,2008-12-31,0.32,2009-01-05,0.325,2009-01-08,99.838222,N/A,0.28,2009-07-09,0.0,0.05,0.000000,0.0,76.14,0.000000
912795L33,2008-12-31,0.15,2009-01-05,0.152,2009-01-08,99.962083,N/A,0.09,2009-04-09,0.0,0.0,0.000000,0.0,25.88,0.000000
912795K26,2009-01-05,0.06,2009-01-06,0.061,2009-01-08,99.995333,N/A,0.01,2009-02-05,0.0,0.0,0.000000,0.0,15.34,0.000000
912795K83,2009-01-05,0.1,2009-01-07,0.101,2009-01-08,99.980556,N/A,0.09,2009-03-19,0.0,0.02,0.000000,0.0,53.24,0.000000
912795Q87,2008-12-24,0.25,2008-12-29,0.254,2009-01-02,99.874306,N/A,0.19,2009-07-02,0.0,0.0,0.000000,0.0,72.39,0.000000
912795L25,2008-12-24,0.05,2008-12-29,0.051,2009-01-02,99.987500,N/A,0.0,2009-04-02,0.0,0.0,0.000000,0.0,59.60,0.000000
912795J93,2008-12-29,0.03,2008-12-30,0.03,2009-01-02,99.997750,N/A,0.0,2009-01-29,0.0,0.0,0.000000,0.0,0.91,0.000000
912795K67,2008-12-29,0.14,2008-12-30,0.142,2009-01-02,99.975889,N/A,0.07,2009-03-05,0.0,0.0,0.000000,0.0,91.50,0.000000
912795M65,2008-12-18,0.285,2008-12-22,0.289,2008-12-26,99.856708,N/A,0.2,2009-06-25,0.0,0.0,0.000000,0.0,45.71,0.000000
912795K91,2008-12-18,0.04,2008-12-22,0.041,2008-12-26,99.990000,N/A,0.005,2009-03-26,0.0,0.0,0.000000,0.0,29.11,0.000000
912795J85,2008-12-22,0.0,2008-12-23,0.0,2008-12-26,100.000000,N/A,0.0,2009-01-22,0.0,0.0,0.000000,0.0,58.16,0.000000
912795S69,2008-12-11,0.59,2008-12-16,0.601,2008-12-18,99.403444,N/A,0.49,2009-12-17,0.0,0.4,0.000000,0.0,2.30,0.000000
912795M57,2008-12-11,0.27,2008-12-15,0.274,2008-12-18,99.863500,N/A,0.17,2009-06-18,0.0,0.01,0.000000,0.0,5.77,0.000000
912795K83,2008-12-11,0.05,2008-12-15,0.051,2008-12-18,99.987361,N/A,0.005,2009-03-19,0.0,0.0,0.000000,0.0,51.47,0.000000
912795J77,2008-12-15,0.0,2008-12-16,0.0,2008-12-18,100.000000,N/A,0.0,2009-01-15,0.0,0.0,0.000000,0.0,64.37,0.000000
912795M40,2008-12-04,0.3,2008-12-08,0.305,2008-12-11,99.848333,N/A,0.17,2009-06-11,0.0,0.005,0.000000,0.0,33.12,0.000000
912795K75,2008-12-04,0.005,2008-12-08,0.005,2008-12-11,99.998736,N/A,0.0,2009-03-12,0.0,0.0,0.000000,0.0,82.98,0.000000
912795J69,2008-12-08,0.0,2008-12-09,0.0,2008-12-11,100.000000,N/A,0.0,2009-01-08,0.0,0.0,0.000000,0.0,82.27,0.000000
912795V81,2008-12-08,0.39,2008-12-10,0.396,2008-12-11,99.698833,N/A,0.3,2009-09-15,0.0,0.1,0.000000,0.0,88.77,0.000000
912795Q79,2008-11-26,0.43,2008-12-01,0.437,2008-12-04,99.782611,N/A,0.3,2009-06-04,0.0,0.01,0.000000,0.0,35.59,0.000000
912795K67,2008-11-26,0.05,2008-12-01,0.051,2008-12-04,99.987361,N/A,0.005,2009-03-05,0.0,0.0,0.000000,0.0,92.36,0.000000
912795J51,2008-12-01,0.04,2008-12-02,0.041,2008-12-04,99.996778,N/A,0.0,2009-01-02,0.0,0.0,0.000000,0.0,36.15,0.000000
912795M24,2008-11-20,0.49,2008-11-24,0.498,2008-11-28,99.753639,N/A,0.41,2009-05-28,0.0,0.25,0.000000,0.0,18.74,0.000000
912795K59,2008-11-20,0.15,2008-11-24,0.152,2008-11-28,99.962500,N/A,0.01,2009-02-26,0.0,0.0,0.000000,0.0,10.91,0.000000
912795J44,2008-11-24,0.05,2008-11-25,0.051,2008-11-28,99.996111,N/A,0.0,2008-12-26,0.0,0.0,0.000000,0.0,82.76,0.000000
912795S44,2008-11-24,1.0,2008-11-25,1.021,2008-11-28,99.088889,N/A,0.92,2009-10-22,0.0,0.8,0.000000,0.0,14.19,0.000000
912795S51,2008-11-13,1.04,2008-11-18,1.063,2008-11-20,98.948444,N/A,0.995,2009-11-19,0.0,0.5,0.000000,0.0,31.25,0.000000
912795L90,2008-11-13,0.84,2008-11-17,0.855,2008-11-20,99.575333,N/A,0.79,2009-05-21,0.0,0.25,0.000000,0.0,9.82,0.000000
912795K42,2008-11-13,0.15,2008-11-17,0.152,2008-11-20,99.962083,N/A,0.1,2009-02-19,0.0,0.0,0.000000,0.0,82.28,0.000000
912795J36,2008-11-17,0.1,2008-11-18,0.101,2008-11-20,99.992222,N/A,0.0,2008-12-18,0.0,0.0,0.000000,0.0,66.01,0.000000
912795Q95,2008-11-13,1.05,2008-11-17,1.071,2008-11-18,99.259167,N/A,0.95,2009-07-30,0.0,0.25,0.000000,0.0,32.87,0.000000
912795V32,2008-11-10,0.99,2008-11-13,1.009,2008-11-14,99.499500,N/A,0.9,2009-05-15,0.0,0.75,0.000000,0.0,59.87,0.000000
912795L82,2008-11-06,0.99,2008-11-10,1.009,2008-11-13,99.499500,N/A,0.9,2009-05-14,0.0,0.5,0.000000,0.0,50.75,0.000000
912795K34,2008-11-06,0.355,2008-11-10,0.36,2008-11-13,99.910264,N/A,0.3,2009-02-12,0.0,0.0,0.000000,0.0,21.29,0.000000
912795J28,2008-11-10,0.07,2008-11-12,0.071,2008-11-13,99.994556,N/A,0.0,2008-12-11,0.0,0.0,0.000000,0.0,13.90,0.000000
912795L74,2008-10-30,1.1,2008-11-03,1.122,2008-11-06,99.443889,N/A,0.98,2009-05-07,0.0,0.83,0.000000,0.0,8.97,0.000000
912795K26,2008-10-30,0.53,2008-11-03,0.538,2008-11-06,99.866028,N/A,0.45,2009-02-05,0.0,0.4,0.000000,0.0,68.32,0.000000
912795H95,2008-11-03,0.32,2008-11-04,0.325,2008-11-06,99.975111,N/A,0.2,2008-12-04,0.0,0.0,0.000000,0.0,11.74,0.000000
912795Q87,2008-11-03,1.33,2008-11-04,1.358,2008-11-06,99.120722,N/A,1.25,2009-07-02,0.0,1.19,0.000000,0.0,49.76,0.000000
912795J85,2008-11-03,0.42,2008-11-05,0.426,2008-11-06,99.910167,N/A,0.31,2009-01-22,0.0,0.0,0.000000,0.0,34.89,0.000000
912795L66,2008-10-23,1.4,2008-10-27,1.43,2008-10-30,99.292222,N/A,1.35,2009-04-30,0.0,1.25,0.000000,0.0,5.51,0.000000
912795J93,2008-10-23,0.9,2008-10-27,0.915,2008-10-30,99.772500,N/A,0.85,2009-01-29,0.0,0.1,0.000000,0.0,97.74,0.000000
912795H87,2008-10-27,0.44,2008-10-28,0.446,2008-10-30,99.964556,N/A,0.29,2008-11-28,0.0,0.0,0.000000,0.0,15.64,0.000000
912795J51,2008-10-27,0.7,2008-10-29,0.711,2008-10-30,99.875556,N/A,0.58,2009-01-02,0.0,0.25,0.000000,0.0,66.36,0.000000
912795S44,2008-10-16,1.72,2008-10-21,1.767,2008-10-23,98.260889,N/A,1.7,2009-10-22,0.0,1.5,0.000000,0.0,40.64,0.000000
912795L58,2008-10-16,1.8,2008-10-20,1.842,2008-10-23,99.090000,N/A,1.58,2009-04-23,0.0,1.0,0.000000,0.0,10.25,0.000000
912795J85,2008-10-16,1.25,2008-10-20,1.271,2008-10-23,99.684028,N/A,1.15,2009-01-22,0.0,0.89,0.000000,0.0,58.29,0.000000
912795H79,2008-10-20,0.7,2008-10-21,0.71,2008-10-23,99.945556,N/A,0.55,2008-11-20,0.0,0.25,0.000000,0.0,87.14,0.000000
912795J93,2008-10-20,1.24,2008-10-22,1.261,2008-10-23,99.662444,N/A,1.03,2009-01-29,0.0,0.89,0.000000,0.0,83.17,0.000000
912795Q79,2008-10-16,1.6,2008-10-20,1.636,2008-10-22,99.000000,N/A,1.46,2009-06-04,0.0,1.25,0.000000,0.0,65.51,0.000000
912795U25,2008-10-14,1.35,2008-10-16,1.379,2008-10-20,99.073750,N/A,1.2,2009-06-24,0.0,1.08,0.000000,0.0,43.37,0.000000
912795T92,2008-10-14,1.35,2008-10-16,1.378,2008-10-20,99.283750,N/A,1.25,2009-04-29,0.0,1.09,0.000000,0.0,62.89,0.000000
912795J85,2008-10-15,0.93,2008-10-17,0.945,2008-10-20,99.757167,N/A,0.65,2009-01-22,0.0,0.1,0.000000,0.0,98.94,0.000000
912795J51,2008-10-15,0.8,2008-10-17,0.812,2008-10-20,99.835556,N/A,0.6,2009-01-02,0.0,0.1,0.000000,0.0,28.17,0.000000
912795L41,2008-10-09,1.1,2008-10-14,1.122,2008-10-16,99.443889,N/A,0.96,2009-04-16,0.0,0.5,0.000000,0.0,52.79,0.000000
912795J77,2008-10-09,0.5,2008-10-14,0.508,2008-10-16,99.873611,N/A,0.425,2009-01-15,0.0,0.1,0.000000,0.0,48.20,0.000000
912795H61,2008-10-14,0.1,2008-10-15,0.101,2008-10-16,99.992222,N/A,0.0,2008-11-13,0.0,0.0,0.000000,0.0,5.77,0.000000
912795J36,2008-10-14,0.49,2008-10-15,0.497,2008-10-16,99.914250,N/A,0.24,2008-12-18,0.0,0.0,0.000000,0.0,71.43,0.000000
912795J77,2008-10-06,0.8,2008-10-09,0.813,2008-10-10,99.784444,N/A,0.7,2009-01-15,0.0,0.0,0.000000,0.0,79.65,0.000000
912795L33,2008-10-02,1.1,2008-10-06,1.122,2008-10-09,99.443889,N/A,0.95,2009-04-09,0.0,0.5,0.000000,0.0,96.72,0.000000
912795J69,2008-10-02,0.46,2008-10-06,0.467,2008-10-09,99.883722,N/A,0.35,2009-01-08,0.0,0.05,0.000000,0.0,88.35,0.000000
912795H53,2008-10-06,0.68,2008-10-07,0.69,2008-10-09,99.947111,N/A,0.62,2008-11-06,0.0,0.5,0.000000,0.0,96.71,0.000000
912795J28,2008-10-06,0.77,2008-10-08,0.782,2008-10-09,99.865250,N/A,0.58,2008-12-11,0.0,0.25,0.000000,0.0,14.97,0.000000
912795J44,2008-10-06,1.19,2008-10-07,1.21,2008-10-08,99.738861,N/A,0.95,2008-12-26,0.0,0.5,0.000000,0.0,56.20,0.000000
912795J36,2008-10-02,0.5,2008-10-06,0.507,2008-10-07,99.900000,N/A,0.35,2008-12-18,0.0,0.05,0.000000,0.0,35.09,0.000000
912795H87,2008-09-29,0.77,2008-10-02,0.782,2008-10-03,99.880222,N/A,0.65,2008-11-28,0.0,0.45,0.000000,0.0,25.12,0.000000
912795L25,2008-09-25,1.54,2008-09-29,1.574,2008-10-02,99.221444,N/A,1.5,2009-04-02,0.0,1.0,0.000000,0.0,24.21,0.000000
912795J51,2008-09-25,1.1,2008-09-29,1.118,2008-10-02,99.718889,N/A,1.0,2009-01-02,0.0,0.5,0.000000,0.0,66.47,0.000000
912795H46,2008-09-29,1.01,2008-09-30,1.025,2008-10-02,99.921444,N/A,0.6,2008-10-30,0.0,0.4,0.000000,0.0,78.03,0.000000
912795H61,2008-09-29,1.1,2008-10-01,1.117,2008-10-02,99.871667,N/A,0.85,2008-11-13,0.0,0.1,0.000000,0.0,6.81,0.000000
912795H20,2008-09-29,0.99,2008-09-30,1.004,2008-10-01,99.958750,N/A,0.25,2008-10-16,0.0,0.0,0.000000,0.0,49.20,0.000000
912795J69,2008-09-25,1.65,2008-09-26,1.681,2008-09-29,99.537083,N/A,1.5,2009-01-08,0.0,1.0,0.000000,0.0,72.79,0.000000
912795H46,2008-09-24,0.99,2008-09-25,1.005,2008-09-26,99.906500,N/A,0.38,2008-10-30,0.0,0.1,0.000000,0.0,81.70,0.000000
912795S36,2008-09-18,1.955,2008-09-23,2.012,2008-09-25,98.023278,N/A,1.945,2009-09-24,0.0,1.84,0.000000,0.0,60.62,0.000000
912795K91,2008-09-18,1.79,2008-09-22,1.831,2008-09-25,99.095056,N/A,1.7,2009-03-26,0.0,1.49,0.000000,0.0,88.13,0.000000
912795J44,2008-09-18,1.42,2008-09-22,1.445,2008-09-25,99.637111,N/A,1.35,2008-12-26,0.0,0.99,0.000000,0.0,97.07,0.000000
912795H38,2008-09-22,0.35,2008-09-23,0.355,2008-09-25,99.972778,N/A,0.09,2008-10-23,0.0,0.0,0.000000,0.0,6.92,0.000000
912795G88,2008-09-18,0.05,2008-09-24,0.051,2008-09-25,99.999028,N/A,0.0,2008-10-02,0.0,0.0,0.000000,0.0,82.27,0.000000
912795H79,2008-09-18,1.99,2008-09-19,2.024,2008-09-22,99.673861,N/A,1.85,2008-11-20,0.0,1.65,0.000000,0.0,62.02,0.000000
912795H53,2008-09-18,1.8,2008-09-19,1.829,2008-09-22,99.775000,N/A,1.5,2008-11-06,0.0,1.0,0.000000,0.0,85.51,0.000000
912795H95,2008-09-17,0.25,2008-09-18,0.254,2008-09-19,99.947222,N/A,0.02,2008-12-04,0.0,0.0,0.000000,0.0,76.68,0.000000
912795G96,2008-09-17,0.1,2008-09-18,0.101,2008-09-19,99.994444,N/A,0.02,2008-10-09,0.0,0.0,0.000000,0.0,76.06,0.000000
912795K83,2008-09-11,1.55,2008-09-15,1.584,2008-09-18,99.216389,N/A,1.39,2009-03-19,0.0,1.15,0.000000,0.0,56.83,0.000000
912795J36,2008-09-11,1.05,2008-09-15,1.067,2008-09-18,99.734583,N/A,0.78,2008-12-18,0.0,0.5,0.000000,0.0,28.51,0.000000
912795H20,2008-09-15,0.3,2008-09-16,0.304,2008-09-18,99.976667,N/A,0.2,2008-10-16,0.0,0.1,0.000000,0.0,32.08,0.000000
912795H38,2008-09-17,0.3,2008-09-17,0.304,2008-09-18,99.970833,N/A,0.05,2008-10-23,0.0,0.0,0.000000,0.0,83.72,0.000000
912795K75,2008-09-04,1.9,2008-09-08,1.945,2008-09-11,99.039444,N/A,1.85,2009-03-12,0.0,1.75,0.000000,0.0,34.44,0.000000
912795J28,2008-09-04,1.69,2008-09-08,1.721,2008-09-11,99.572806,N/A,1.645,2008-12-11,0.0,1.6,0.000000,0.0,79.02,0.000000
912795G96,2008-09-08,1.575,2008-09-09,1.599,2008-09-11,99.877500,N/A,1.52,2008-10-09,0.0,1.25,0.000000,0.0,47.97,0.000000
912795S93,2008-09-04,2.0,2008-09-08,2.028,2008-09-09,99.966667,N/A,1.96,2008-09-15,0.0,1.88,0.000000,0.0,52.95,0.000000
912795K67,2008-08-28,1.89,2008-09-02,1.935,2008-09-04,99.044500,N/A,1.85,2009-03-05,0.0,1.81,0.000000,0.0,6.96,0.000000
912795H95,2008-08-28,1.685,2008-09-02,1.716,2008-09-04,99.574069,N/A,1.63,2008-12-04,0.0,1.5,0.000000,0.0,90.85,0.000000
912795G88,2008-09-02,1.54,2008-09-03,1.563,2008-09-04,99.880222,N/A,1.49,2008-10-02,0.0,1.35,0.000000,0.0,11.70,0.000000
912795S28,2008-08-21,2.14,2008-08-26,2.206,2008-08-28,97.836222,N/A,2.1,2009-08-27,0.0,2.03,0.000000,0.0,73.83,0.000000
912795K59,2008-08-21,1.925,2008-08-25,1.971,2008-08-28,99.026806,N/A,1.85,2009-02-26,0.0,1.78,0.000000,0.0,8.89,0.000000
912795H87,2008-08-21,1.71,2008-08-25,1.741,2008-08-28,99.563000,N/A,1.62,2008-11-28,0.0,1.5,0.000000,0.0,27.51,0.000000
912795G70,2008-08-25,1.71,2008-08-26,1.736,2008-08-28,99.867000,N/A,1.66,2008-09-25,0.0,1.5,0.000000,0.0,45.01,0.000000
912795G70,2008-08-21,1.75,2008-08-25,1.777,2008-08-26,99.854167,N/A,1.72,2008-09-25,0.0,1.5,0.000000,0.0,90.24,0.000000
912795K42,2008-08-14,1.98,2008-08-18,2.028,2008-08-21,98.999000,N/A,1.93,2009-02-19,0.0,1.85,0.000000,0.0,54.46,0.000000
912795H79,2008-08-14,1.85,2008-08-18,1.885,2008-08-21,99.532361,N/A,1.81,2008-11-20,0.0,1.75,0.000000,0.0,44.40,0.000000
912795G62,2008-08-18,1.79,2008-08-19,1.817,2008-08-21,99.860778,N/A,1.74,2008-09-18,0.0,1.6,0.000000,0.0,26.92,0.000000
912795S93,2008-08-11,1.94,2008-08-14,1.97,2008-08-15,99.832944,N/A,1.85,2008-09-15,0.0,1.75,0.000000,0.0,2.75,0.000000
912795K34,2008-08-07,2.02,2008-08-11,2.069,2008-08-14,98.978778,N/A,1.955,2009-02-12,0.0,1.9,0.000000,0.0,18.07,0.000000
912795H61,2008-08-07,1.87,2008-08-11,1.905,2008-08-14,99.527306,N/A,1.77,2008-11-13,0.0,1.72,0.000000,0.0,41.83,0.000000
912795G54,2008-08-11,1.845,2008-08-12,1.873,2008-08-14,99.856500,N/A,1.82,2008-09-11,0.0,1.75,0.000000,0.0,85.27,0.000000
912795J77,2008-08-07,1.95,2008-08-12,1.994,2008-08-13,99.160417,N/A,1.92,2009-01-15,0.0,1.88,0.000000,0.0,7.34,0.000000
912795K26,2008-07-31,1.92,2008-08-04,1.966,2008-08-07,99.029333,N/A,1.84,2009-02-05,0.0,1.79,0.000000,0.0,72.84,0.000000
912795H53,2008-07-31,1.71,2008-08-04,1.741,2008-08-07,99.567750,N/A,1.65,2008-11-06,0.0,1.55,0.000000,0.0,76.19,0.000000
912795G47,2008-08-04,1.72,2008-08-05,1.746,2008-08-07,99.866222,N/A,1.68,2008-09-04,0.0,1.55,0.000000,0.0,77.75,0.000000
912795Q95,2008-07-24,2.29,2008-07-29,2.363,2008-07-31,97.684556,N/A,2.24,2009-07-30,0.0,2.16,0.000000,0.0,36.58,0.000000
912795J93,2008-07-24,1.88,2008-07-28,1.924,2008-07-31,99.049556,N/A,1.845,2009-01-29,0.0,1.75,0.000000,0.0,60.11,0.000000
912795H46,2008-07-24,1.695,2008-07-28,1.726,2008-07-31,99.571542,N/A,1.64,2008-10-30,0.0,1.6,0.000000,0.0,91.11,0.000000
912795G39,2008-07-28,1.71,2008-07-29,1.736,2008-07-31,99.867000,N/A,1.64,2008-08-28,0.0,1.55,0.000000,0.0,35.76,0.000000
912795J85,2008-07-17,1.92,2008-07-21,1.966,2008-07-24,99.029333,N/A,1.9,2009-01-22,0.0,1.84,0.000000,0.0,0.60,0.000000
912795H38,2008-07-17,1.52,2008-07-21,1.547,2008-07-24,99.615778,N/A,1.5,2008-10-23,0.0,1.0,0.000000,0.0,32.96,0.000000
912795G21,2008-07-21,1.45,2008-07-22,1.472,2008-07-24,99.887222,N/A,1.35,2008-08-21,0.0,1.25,0.000000,0.0,60.78,0.000000
912795F71,2008-07-17,1.565,2008-07-21,1.587,2008-07-22,99.960875,N/A,1.5,2008-07-31,0.0,1.2,0.000000,0.0,14.80,0.000000
912795J77,2008-07-10,1.955,2008-07-14,2.002,2008-07-17,99.011639,N/A,1.9,2009-01-15,0.0,1.75,0.000000,0.0,94.50,0.000000
912795H20,2008-07-10,1.61,2008-07-14,1.639,2008-07-17,99.593028,N/A,1.575,2008-10-16,0.0,1.45,0.000000,0.0,40.08,0.000000
912795F97,2008-07-14,1.5,2008-07-15,1.523,2008-07-17,99.883333,N/A,1.35,2008-08-14,0.0,1.15,0.000000,0.0,50.08,0.000000
912795J69,2008-07-03,2.06,2008-07-07,2.111,2008-07-10,98.958556,N/A,2.03,2009-01-08,0.0,2.0,0.000000,0.0,2.58,0.000000
912795G96,2008-07-03,1.865,2008-07-07,1.9,2008-07-10,99.528569,N/A,1.82,2008-10-09,0.0,1.75,0.000000,0.0,67.82,0.000000
912795F89,2008-07-07,1.865,2008-07-08,1.894,2008-07-10,99.854944,N/A,1.83,2008-08-07,0.0,1.75,0.000000,0.0,21.87,0.000000
912795F55,2008-07-07,1.93,2008-07-08,1.958,2008-07-10,99.962472,N/A,1.9,2008-07-17,0.0,1.84,0.000000,0.0,41.68,0.000000
